Id,price,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,reviews_per_month
361,25,f,3,f,-33.89186263,151.1223142,Apartment,Shared room,6,1,1,5,128,7,25,1,1125,0,,,,,,,,t,f,moderate,
362,70,f,1,f,-33.78155936,151.2847659,Apartment,Private room,1,1,1,1,,,0,9,1125,0,,,,,,,,f,f,flexible,
363,49,f,1,t,-33.80268604,151.0084604,Apartment,Private room,1,2,1,1,300,0,15,3,120,2,90,9,9,9,9,10,9,t,f,strict,0.32
364,120,f,2,f,-33.82968884,151.2209101,Apartment,Entire home/apt,2,1,1,1,0,100,0,7,30,3,100,10,10,10,10,10,10,f,f,strict,0.59
365,99,f,1,f,-33.92192402,151.2494466,Apartment,Entire home/apt,2,1,2,1,,,0,9,10,0,,,,,,,,t,f,flexible,
366,75,f,1,f,-33.93922675,151.1486128,Apartment,Private room,3,1.5,1,2,130,25,0,1,1125,31,97,10,10,10,10,9,10,t,f,moderate,5.81
367,150,f,1,t,-33.86886057,151.1885961,Apartment,Private room,2,1,1,1,,75,0,5,15,0,,,,,,,,f,f,moderate,
368,183,f,1,t,-33.76274499,151.2112177,House,Entire home/apt,4,2.5,2,4,,,0,1,1125,2,100,10,10,10,10,10,10,f,f,flexible,0.06
369,150,f,4,f,-33.94211627,150.9140435,House,Entire home/apt,4,2,4,4,2000,350,50,30,365,0,,,,,,,,t,f,flexible,
370,70,f,1,t,-33.91484033,151.1424796,Apartment,Entire home/apt,2,1,1,1,200,50,20,5,1125,6,97,10,10,10,10,9,10,f,f,moderate,0.32
371,190,f,1,f,-33.8879191,151.2766094,Apartment,Entire home/apt,4,1,2,2,500,100,0,5,1125,3,87,8,6,9,10,10,8,t,f,moderate,0.06
372,134,f,1,f,-33.8411695,151.2070817,Apartment,Entire home/apt,2,1,1,1,128,70,45,3,22,1,,,,,,,,t,f,flexible,1
373,145,f,3,f,-33.89951618,151.2714395,Apartment,Entire home/apt,2,,1,1,,100,0,3,365,75,92,9,9,10,10,10,9,t,f,strict,1.25
374,193,f,1,t,-33.83141059,151.1857751,Apartment,Entire home/apt,6,1.5,3,3,,,70,3,30,4,100,10,10,10,10,10,10,f,t,moderate,0.36
375,221,t,1,t,-33.8717173,151.225611,Apartment,Entire home/apt,2,1,1,1,600,60,0,3,200,42,98,10,10,10,10,10,9,f,f,moderate,0.86
376,139,f,1,f,-33.87621233,151.2280143,Apartment,Entire home/apt,2,1,1,1,200,70,0,5,26,2,100,10,10,10,10,10,10,f,f,moderate,0.22
377,95,f,1,f,-33.87982195,151.2783819,House,Private room,2,1,1,1,,40,35,2,1125,4,100,10,10,10,10,10,10,f,f,moderate,2.4
378,120,f,1,t,-33.89262287,151.191599,House,Entire home/apt,4,1,2,2,,25,0,10,1125,12,97,10,9,10,10,9,10,f,f,strict,0.4
379,80,f,1,f,-33.89377443,151.2684754,Apartment,Private room,2,1,1,1,,85,10,3,1125,0,,,,,,,,f,f,strict,
380,139,f,1,t,-33.72921831,151.1641707,Apartment,Entire home/apt,4,2,3,1,,124,39,12,1125,1,100,10,10,10,10,10,10,f,f,strict,0.16
381,25,f,7,t,-33.7494053,151.0530543,House,Private room,2,2,1,1,200,30,10,5,120,0,,,,,,,,f,f,moderate,
382,90,f,1,f,-33.87405735,151.1728791,Apartment,Entire home/apt,2,1,1,1,0,65,25,5,21,1,100,10,10,10,10,8,10,t,f,strict,0.19
383,201,f,1,t,-33.89214411,151.2720771,Apartment,Entire home/apt,3,1,1,1,200,35,150,2,1125,4,100,10,10,10,10,10,10,t,f,flexible,2.35
384,84,f,1,f,-33.79135728,151.2864902,Apartment,Private room,2,1,1,1,,15,25,10,1125,4,100,10,9,9,10,10,10,f,f,flexible,0.44
385,250,f,1,t,-33.7092027,151.3034406,Apartment,Entire home/apt,6,1,2,4,300,90,25,2,90,67,94,10,9,10,10,10,9,f,f,moderate,2.8
386,139,f,1,f,-33.89107649,151.2539116,Apartment,Entire home/apt,4,1,1,1,,60,0,10,19,0,,,,,,,,t,f,flexible,
387,110,f,1,f,-33.87227235,151.2589486,Apartment,Private room,2,1,1,1,,,30,7,1125,1,100,10,8,10,10,8,10,f,f,flexible,0.1
388,29,f,4,f,-33.89543472,151.2068455,Apartment,Shared room,3,1,1,3,133,25,28,18,62,14,88,8,7,10,10,9,9,f,f,moderate,0.54
389,52,f,1,f,-33.89063412,151.1991884,Apartment,Private room,2,1,1,1,,,20,3,45,0,,,,,,,,t,f,flexible,
390,330,f,1,t,-33.8302911,151.2026587,House,Entire home/apt,6,2.5,3,5,950,95,57,3,12,5,92,10,9,9,9,9,9,f,f,strict,0.08
391,160,f,1,t,-33.67438247,151.3015371,Apartment,Entire home/apt,4,1,2,3,0,80,10,1,30,18,99,10,10,10,10,10,9,f,f,flexible,0.49
392,100,f,8,t,-33.69763678,150.9658943,House,Entire home/apt,6,2.5,3,3,,,0,49,49,0,,,,,,,,f,f,strict,
393,95,f,4,f,-33.91236368,151.2366168,Guesthouse,Private room,2,1,1,1,,50,0,2,90,8,95,10,10,10,10,10,10,t,f,strict,1.5
394,247,f,1,t,-33.92561245,151.2566099,Apartment,Entire home/apt,4,2,2,2,500,75,0,5,1125,1,100,10,10,8,10,8,8,f,f,strict,0.04
395,275,f,1,t,-33.88403042,151.1680235,Apartment,Entire home/apt,4,1,2,1,,50,0,3,1125,0,,,,,,,,f,f,flexible,
396,325,f,1,f,-33.79962799,151.0953738,House,Entire home/apt,7,3,4,5,0,85,20,1,1125,0,,,,,,,,t,f,moderate,
397,250,f,1,t,-33.80134937,151.2880628,House,Entire home/apt,6,4,3,3,,,0,5,1125,1,100,10,8,10,10,10,10,f,f,strict,0.22
398,60,f,2,t,-33.78473581,151.092645,Townhouse,Private room,2,2,1,1,0,40,20,1,1125,6,100,9,10,10,10,9,10,f,f,moderate,1.8
399,250,f,1,t,-33.88875258,151.2762309,Apartment,Entire home/apt,2,1,1,1,,60,0,7,14,1,,,,,,,,f,f,moderate,0.07
400,41,f,7,t,-33.74906402,151.0519018,House,Private room,4,2,1,3,200,50,10,3,120,11,84,9,8,10,9,10,9,f,f,strict,0.58
401,180,f,9,f,-33.88923732,151.2696192,Apartment,Entire home/apt,2,1,1,2,,40,50,7,1125,0,,,,,,,,f,f,flexible,
402,60,f,3,f,-33.86613978,151.0928182,Condominium,Private room,3,1,1,2,0,0,20,2,20,28,95,10,9,10,10,10,9,t,f,moderate,4.1
403,333,f,156,t,-33.72983649,151.3010109,Apartment,Entire home/apt,10,2,0,5,2200,385,0,31,1125,9,90,8,7,8,9,10,9,t,f,strict,0.62
404,139,f,1,f,-33.8367637,151.2089156,Apartment,Private room,2,1,1,1,,,0,1,1125,6,90,10,9,10,10,10,10,f,f,flexible,0.21
405,84,f,1,f,-33.88749599,151.1797667,Apartment,Entire home/apt,2,1,1,1,,,0,14,1125,1,100,10,8,10,10,10,10,t,f,moderate,0.12
406,300,f,1,f,-33.87350007,151.2237131,Apartment,Entire home/apt,4,2,2,2,500,100,0,3,14,4,90,10,10,10,10,10,9,t,f,flexible,0.56
407,195,f,1,f,-33.89166892,151.2726111,Apartment,Entire home/apt,4,1,2,2,0,85,0,4,34,1,,,,,,,,t,f,flexible,0.73
408,150,f,1,f,-33.82677933,151.1984416,Apartment,Private room,1,1,1,1,,,0,1,30,0,,,,,,,,t,f,flexible,
409,139,f,1,t,-33.89366234,151.2537732,Apartment,Entire home/apt,2,1,1,1,500,50,0,2,1125,0,,,,,,,,f,f,flexible,
410,60,f,1,f,-33.90025989,151.1842987,House,Private room,2,1.5,1,1,,,0,1,14,0,,,,,,,,t,f,flexible,
411,179,f,1,f,-33.9094779,151.2471408,Apartment,Entire home/apt,4,1,2,2,500,60,0,5,1125,2,70,7,8,10,8,8,2,f,f,flexible,0.17
412,200,,,,-33.77664097,151.2883163,Apartment,Entire home/apt,2,1,1,1,300,70,0,3,5,1,100,10,10,10,10,10,10,f,f,flexible,0.08
413,100,f,1,t,-33.88936035,151.2651829,Apartment,Entire home/apt,2,1,1,1,,,0,3,1125,0,,,,,,,,t,f,flexible,
414,70,f,1,f,-33.90301854,151.183188,Townhouse,Private room,2,2,1,1,,,0,2,1125,0,,,,,,,,f,f,flexible,
415,285,t,4,t,-33.88944065,151.2703234,Apartment,Entire home/apt,6,1,3,4,450,200,0,5,91,79,97,10,10,10,10,10,10,f,t,strict,1.79
416,330,f,198,f,-33.8802414,151.2187168,Apartment,Entire home/apt,4,2,2,2,400,230,0,3,1125,21,92,10,10,9,9,10,9,t,f,strict,1.36
417,67,f,2,f,-33.84756003,151.0747653,Apartment,Private room,2,2,2,1,254,38,32,1,90,0,,,,,,,,t,f,flexible,
418,69,f,1,f,-33.77833634,151.1298911,Apartment,Private room,2,1,1,1,,39,30,1,1125,1,60,6,6,6,8,6,6,f,f,strict,0.05
419,396,f,3,f,-33.88285699,151.2113566,Vacation home,Entire home/apt,12,2,4,9,300,150,0,3,1125,0,,,,,,,,t,f,strict,
420,201,f,1,f,-33.92168651,151.2302279,House,Private room,2,2,1,2,,,0,1,1125,0,,,,,,,,t,f,strict,
421,115,f,1,f,-33.77833902,151.0636812,House,Entire home/apt,5,1,2,4,350,60,25,3,1125,9,96,10,10,10,10,10,10,f,f,strict,1.74
422,155,f,1,f,-33.87032386,151.1961437,Apartment,Entire home/apt,4,1,1,2,,,25,2,11,6,97,10,10,10,10,10,10,f,f,flexible,0.19
423,60,t,1,t,-33.75737987,151.2399587,House,Private room,2,1,1,1,,,0,1,7,32,100,10,10,10,10,10,10,t,f,moderate,3.01
424,62,f,1,t,-33.89158065,151.1929518,House,Private room,2,1.5,1,1,,,0,7,14,0,,,,,,,,t,f,flexible,
425,235,f,1,f,-33.91714061,151.2604895,Apartment,Entire home/apt,2,1,1,1,,,0,4,1125,2,100,10,10,10,10,10,9,f,f,strict,0.05
426,89,t,1,t,-33.89806693,151.2133738,Apartment,Private room,2,1,1,1,300,40,15,2,31,111,98,10,10,10,10,10,10,f,f,strict,3.64
427,38,f,2,f,-33.80592715,151.0045583,Apartment,Private room,1,1,1,1,,15,0,1,60,0,,,,,,,,f,f,flexible,
428,131,f,3,f,-33.87478178,151.2278818,Apartment,Entire home/apt,3,1.5,2,1,,,0,3,4,2,100,9,10,10,10,9,10,t,f,strict,1.58
429,44,f,3,f,-33.89091284,151.2372604,House,Shared room,16,3,1,8,,,0,7,1125,0,,,,,,,,f,f,flexible,
430,22,f,1,t,-33.88736561,151.1133007,House,Private room,1,1,1,1,,,0,10,1125,1,100,10,10,10,10,10,10,f,f,flexible,0.07
431,55,f,2,f,-33.88994272,151.251444,House,Private room,1,1,1,1,0,10,30,2,1125,2,20,8,2,2,10,10,6,f,f,strict,0.07
432,99,f,1,f,-33.88318152,151.2011835,Apartment,Private room,1,1,1,1,900,,50,9,10,0,,,,,,,,f,f,moderate,
433,158,t,2,t,-33.89541506,151.2769308,Apartment,Private room,2,1,1,1,0,60,0,1,1125,69,92,10,9,9,10,10,9,t,f,strict,1.85
434,60,f,1,f,-33.84253846,151.2279979,Apartment,Private room,2,1,1,1,500,99,0,7,30,3,100,10,10,10,10,10,10,f,f,moderate,0.18
435,300,f,1,t,-33.88836648,151.1549226,House,Entire home/apt,6,2,3,4,200,80,55,2,1125,2,100,9,10,9,9,10,8,f,f,strict,0.33
436,55,f,1,t,-33.89709181,151.197218,Other,Private room,1,1,1,1,,,0,2,7,10,93,9,9,10,10,9,9,f,f,flexible,0.7
437,250,f,1,f,-33.90834916,151.2558303,House,Entire home/apt,4,2,2,2,500,100,0,7,22,1,100,10,10,10,10,10,10,f,f,strict,0.08
438,150,f,1,f,-33.80283025,151.1796597,Apartment,Entire home/apt,4,1,1,1,0,100,20,1,1125,1,60,10,10,10,10,10,6,t,f,moderate,1
439,131,f,1,f,-33.87382212,151.2243072,Apartment,Entire home/apt,4,1,1,2,300,65,15,1,1125,4,100,10,10,10,10,10,10,t,f,strict,4
440,200,f,1,t,-33.79602166,151.2867178,Apartment,Entire home/apt,4,,1,1,500,100,0,4,1125,66,89,9,9,10,10,10,9,f,f,strict,1.75
441,350,f,1,t,-33.90258399,151.262528,Apartment,Entire home/apt,4,2,2,2,500,,0,3,1125,3,100,10,10,10,10,10,10,f,f,moderate,0.09
442,150,f,3,t,-33.91724813,151.2618234,Apartment,Private room,3,1,1,2,0,60,30,2,21,74,90,9,9,10,10,10,9,t,f,strict,1.99
443,110,f,1,f,-33.7896009,151.2834777,Apartment,Private room,2,1,1,1,,40,0,2,1125,0,,,,,,,,f,f,flexible,
444,380,f,1,t,-33.79740245,151.2813366,Apartment,Entire home/apt,4,2,2,2,210,100,0,3,1125,1,80,10,6,10,8,10,8,f,f,strict,0.09
445,290,f,1,t,-33.79730072,151.2864612,Apartment,Entire home/apt,2,1,1,1,,,0,1,1125,0,,,,,,,,f,f,flexible,
446,170,f,1,f,-33.89879061,151.2713816,Apartment,Entire home/apt,2,1,1,1,,80,0,4,5,0,,,,,,,,f,f,strict,
447,325,f,1,f,-33.77316907,151.2887325,Apartment,Entire home/apt,6,1,2,4,350,65,0,5,30,1,60,8,10,10,10,10,6,t,f,strict,0.04
448,200,f,3,t,-33.89154914,151.2733658,Apartment,Private room,2,1,1,1,,,0,3,6,1,100,10,8,10,10,10,10,t,f,strict,1
449,170,f,2,f,-33.93796671,151.2570873,Villa,Entire home/apt,10,1,0,6,500,150,20,1,1125,3,73,8,8,9,8,7,7,f,f,strict,0.45
450,300,f,49,t,-33.87825823,151.1511337,House,Entire home/apt,5,2,3,3,500,297,0,14,1125,0,,,,,,,,f,f,strict,
451,160,f,2,t,-33.82446174,151.1994749,Apartment,Entire home/apt,2,1,1,1,400,50,0,8,1125,0,,,,,,,,f,f,strict,
452,350,f,2,f,-33.70591382,151.3008808,House,Entire home/apt,5,1,2,3,350,125,50,7,1125,1,100,10,10,10,10,10,10,f,f,strict,1
453,248,f,1,t,-33.89747157,151.1983591,House,Entire home/apt,4,1,2,2,,,0,90,180,2,100,10,10,10,10,10,10,f,f,strict,0.2
454,79,f,1,t,-33.8725027,151.2546013,Apartment,Private room,2,1,1,1,0,20,0,7,1125,2,100,10,9,10,10,10,10,f,f,moderate,0.16
455,90,f,1,t,-33.91662238,151.2523869,Apartment,Private room,1,1,1,1,,,0,1,14,0,,,,,,,,f,f,flexible,
456,66,f,3,t,-33.90470835,151.1736832,House,Private room,2,1,1,1,0,10,0,1,9,47,96,10,9,10,10,10,9,t,f,moderate,3.62
457,120,f,1,f,-33.89260125,151.2721066,Apartment,Entire home/apt,3,1,2,2,500,50,30,3,21,0,,,,,,,,f,f,moderate,
458,55,f,1,f,-33.76542661,151.2493285,Bed & Breakfast,Private room,2,1,2,2,,28,0,1,30,1,,,,,,,,f,f,flexible,0.07
459,150,f,2,f,-33.90708677,151.1794258,Townhouse,Entire home/apt,6,1,2,4,0,200,0,4,21,2,90,9,9,10,10,9,10,f,f,strict,2
460,80,f,1,f,-33.89607596,151.164293,House,Private room,1,2,1,1,,,0,5,14,0,,,,,,,,f,f,flexible,
461,98,f,1,t,-33.73708176,151.1313068,House,Private room,2,1,1,2,,,0,5,12,2,100,10,9,10,10,9,10,f,f,strict,0.16
462,399,f,1,t,-33.9255217,151.2585209,Apartment,Entire home/apt,6,1,2,3,,100,0,3,1125,1,100,10,10,10,10,10,10,f,f,flexible,0.08
463,55,f,2,f,-33.93865226,151.2294145,House,Private room,1,1,1,1,150,,0,4,1125,1,80,10,10,10,8,8,8,f,f,strict,0.08
464,55,f,1,f,-33.85878126,151.1328812,House,Private room,2,1,2,1,,,0,7,999,17,98,10,10,10,10,9,10,f,f,strict,2.58
465,100,f,2,t,-33.87168823,151.254167,Apartment,Entire home/apt,6,1.5,3,3,200,100,0,4,1125,1,100,10,8,10,10,10,10,f,f,strict,1
466,100,f,1,t,-33.88459922,151.2157798,Apartment,Private room,2,1.5,1,1,,10,0,1,15,2,100,10,10,10,10,10,10,f,f,moderate,0.15
467,300,f,11,f,-33.86208174,151.2047069,Townhouse,Entire home/apt,5,1,3,4,200,200,0,3,1125,3,93,9,9,9,10,10,9,f,f,strict,0.86
468,120,f,1,f,-33.8839816,151.1838519,House,Private room,2,1,1,1,200,,35,18,1125,2,80,9,8,7,6,9,10,t,f,flexible,0.16
469,270,f,1,t,-33.7501157,151.2630443,House,Entire home/apt,6,2,3,6,250,,0,3,14,3,87,10,9,10,10,9,10,f,f,strict,0.12
470,200,f,1,t,-33.88907938,151.1978532,Apartment,Entire home/apt,4,1.5,2,2,500,60,20,4,6,3,100,10,9,10,10,10,10,t,f,flexible,1.8
471,60,f,1,t,-33.88137052,151.2345817,Apartment,Private room,2,1,1,1,200,20,10,1,1125,1,100,10,10,10,10,10,10,f,f,flexible,0.04
472,145,t,1,t,-33.92409358,151.251047,Apartment,Entire home/apt,4,1,2,2,,80,250,2,1125,12,97,10,10,10,10,10,10,t,f,moderate,1.04
473,221,f,1,t,-33.88275863,151.230668,House,Private room,2,1.5,1,1,,,0,2,1125,1,80,8,8,8,8,10,10,f,f,moderate,0.08
474,48,f,9,f,-33.87146738,151.1060574,Dorm,Private room,2,1.5,1,2,,15,35,1,1125,6,97,10,9,10,10,9,10,t,f,moderate,0.92
475,150,f,1,t,-33.87757964,151.1780756,Townhouse,Private room,2,1,1,1,,,0,1,14,0,,,,,,,,f,f,flexible,
476,155,f,1,t,-33.90136209,151.1951819,Apartment,Entire home/apt,2,1,1,1,350,100,0,4,14,20,96,10,10,10,10,10,10,f,f,strict,0.51
477,200,t,2,t,-33.8934187,151.2665678,Apartment,Entire home/apt,5,1.5,3,3,600,100,25,4,1125,12,89,9,9,10,10,9,9,f,f,strict,0.2
478,75,t,2,t,-33.89170878,151.2613216,Apartment,Private room,1,1,1,1,0,0,0,1,1125,17,98,10,10,10,10,10,10,f,f,strict,1.34
479,224,f,1,f,-33.90261386,151.2098775,Apartment,Entire home/apt,4,2,2,2,,,0,5,28,0,,,,,,,,t,f,strict,
480,412,f,1,f,-33.97044726,151.2520586,House,Entire home/apt,8,3.5,5,6,,,0,2,14,1,,,,,,,,t,f,flexible,0.81
481,190,f,1,f,-33.89357769,151.2634924,Apartment,Entire home/apt,4,1,2,2,500,100,50,5,10,5,96,10,9,10,10,10,10,f,f,strict,0.12
482,49,f,1,f,-33.87611279,151.2246506,House,Private room,2,1,1,1,150,20,0,5,14,0,,,,,,,,f,f,moderate,
483,131,f,1,t,-33.8348613,151.1935328,Apartment,Entire home/apt,2,1,1,1,500,70,0,7,28,0,,,,,,,,f,f,strict,
484,49,f,1,f,-33.82450887,151.0772158,Apartment,Shared room,2,1,1,2,150,0,6,1,7,6,100,9,10,10,10,10,10,t,f,flexible,6
485,300,f,1,f,-33.79552863,151.2787068,House,Entire home/apt,6,2,3,4,0,150,0,7,100,3,100,10,10,10,10,9,9,f,f,flexible,0.29
486,150,f,1,f,-33.89635246,151.250762,Apartment,Entire home/apt,2,1,1,1,,,0,3,1125,2,100,10,10,10,10,10,10,f,f,strict,1.62
487,100,f,2,t,-33.78481407,151.2822236,Apartment,Private room,2,1,1,1,,,0,2,200,48,91,9,9,10,10,9,9,t,f,moderate,0.96
488,131,f,1,t,-33.86684997,151.2234644,Apartment,Entire home/apt,2,1,1,1,,,0,3,1125,7,91,9,9,10,10,9,10,f,f,moderate,0.68
489,41,f,1,f,-34.03220003,151.091907,House,Private room,2,1,1,1,,,0,1,1125,0,,,,,,,,t,f,flexible,
490,51,f,1,f,-33.91443137,151.2006761,Apartment,Private room,2,1,1,1,,,0,4,1125,0,,,,,,,,t,f,flexible,
491,80,f,1,t,-33.79134455,151.2867393,House,Private room,2,1,1,2,,,0,2,1125,1,80,10,8,10,8,10,8,f,f,flexible,0.08
492,80,f,2,f,-33.88412819,151.2825501,House,Private room,2,2,1,1,200,30,20,4,1125,6,96,10,9,10,10,10,10,f,f,moderate,0.23
493,63,f,1,f,-33.74864216,151.271611,Apartment,Private room,2,1,1,1,130,20,25,1,1125,0,,,,,,,,f,f,flexible,
494,250,f,1,f,-33.93445803,151.2547486,Guesthouse,Private room,1,1,1,1,,,0,1,1125,1,60,6,4,6,6,10,4,t,f,moderate,0.19
495,139,f,1,t,-33.83643577,151.2257375,Apartment,Entire home/apt,4,1,2,2,,40,0,2,1125,4,100,10,10,10,10,10,10,t,f,flexible,0.44
496,252,f,1,t,-33.89559145,151.2608747,House,Entire home/apt,4,1,3,3,,100,0,3,1125,4,95,10,10,10,10,10,10,f,f,moderate,0.13
497,80,f,1,f,-33.92990831,151.1886055,Apartment,Private room,2,1,1,1,,,0,1,5,5,64,7,6,7,7,7,7,t,f,flexible,3
498,139,f,198,f,-33.82580479,151.2041885,House,Entire home/apt,3,1,1,1,250,170,0,3,1125,2,100,9,9,8,10,10,9,t,f,strict,2
499,160,f,1,t,-33.88904116,151.2831619,Apartment,Entire home/apt,4,1,2,2,300,75,0,2,1125,7,92,9,8,10,8,10,9,f,f,moderate,0.13
500,250,f,1,f,-33.90492208,151.2624942,House,Entire home/apt,6,2,3,4,500,200,0,5,1125,1,100,10,10,10,10,10,10,f,f,moderate,1
501,49,f,1,f,-33.87009077,151.2243308,Apartment,Entire home/apt,4,1,2,2,0,40,0,3,1125,2,100,10,10,10,10,10,10,t,f,strict,1.02
502,71,f,2,f,-33.82357683,151.2389309,Apartment,Private room,2,2,1,1,1000,60,55,2,1125,0,,,,,,,,f,f,strict,
503,75,f,1,f,-33.879387,151.206978,Apartment,Shared room,1,1,1,1,,,20,1,1125,0,,,,,,,,f,f,flexible,
504,60,f,1,f,-33.87463631,151.2448743,Apartment,Private room,1,1,1,1,500,50,30,2,1125,3,100,9,10,10,8,10,10,t,f,moderate,0.58
505,60,f,1,t,-33.90349144,151.1363598,Apartment,Private room,1,1,1,1,150,35,20,21,1125,0,,,,,,,,f,f,strict,
506,95,f,1,f,-33.90508724,151.2679905,Apartment,Entire home/apt,2,1,1,1,2000,100,0,14,37,0,,,,,,,,f,f,strict,
507,248,f,2,t,-33.90403531,151.2112783,Apartment,Entire home/apt,4,1,1,2,,150,40,3,14,6,97,9,9,10,9,9,9,f,f,strict,1.73
508,145,f,38,t,-33.82727017,151.0858122,Apartment,Entire home/apt,3,1,1,1,200,150,50,2,28,0,,,,,,,,f,f,strict,
509,150,f,1,f,-33.88272692,151.2351505,Apartment,Entire home/apt,2,1,1,1,,,0,3,1125,1,100,10,10,10,10,10,10,f,f,flexible,0.04
510,77,f,1,t,-33.87726632,151.2126052,Apartment,Private room,1,1,1,1,150,,0,2,30,57,97,10,10,10,10,10,10,f,f,moderate,2.16
511,360,f,2,t,-33.89137423,151.2638225,House,Entire home/apt,6,2,3,3,500,60,50,4,30,7,97,10,10,10,10,10,9,f,f,moderate,0.12
512,175,f,1,f,-33.88696012,151.2282841,House,Private room,2,1,1,1,,,0,2,1125,1,100,10,8,10,10,10,10,f,f,strict,0.08
513,44,f,1,f,-33.96304164,151.1066169,Apartment,Shared room,1,1,1,1,500,,0,3,1125,1,,,,,,,,f,f,moderate,0.23
514,100,f,4,f,-33.88661741,151.230047,House,Private room,2,1,1,1,,,0,14,365,2,100,10,9,10,10,10,10,f,f,flexible,0.05
515,80,f,10,t,-33.8877114,151.1340611,Bed & Breakfast,Private room,1,1,1,1,0,0,0,1,1125,0,,,,,,,,t,f,strict,
516,221,f,1,f,-33.87882183,151.2375456,Apartment,Entire home/apt,2,1,1,1,1000,60,0,3,1125,0,,,,,,,,f,f,strict,
517,95,f,4,t,-33.85095665,151.0331587,Apartment,Entire home/apt,2,1,1,1,250,15,0,2,3,7,97,10,9,10,10,10,10,f,f,flexible,0.79
518,221,t,1,t,-33.63407731,151.3210441,Apartment,Entire home/apt,4,1.5,2,2,0,0,50,1,14,43,99,10,10,10,10,10,10,f,f,moderate,3.17
519,449,f,1,f,-33.8564008,151.1612799,Apartment,Entire home/apt,4,2,2,2,,,0,14,1125,0,,,,,,,,f,f,flexible,
520,80,f,4,f,-33.92356934,151.1615188,Guesthouse,Private room,1,1,1,1,0,0,0,7,1125,0,,,,,,,,t,f,moderate,
521,55,f,1,t,-33.88498764,151.2769901,Apartment,Private room,1,1,1,1,0,200,0,4,1125,1,100,10,10,10,10,10,10,t,f,flexible,0.28
522,158,f,3,t,-33.84716992,151.2120882,Apartment,Entire home/apt,3,1,1,2,,,0,5,1125,0,,,,,,,,f,f,strict,
523,68,f,6,f,-33.88951235,151.2705634,Apartment,Private room,2,1,1,2,300,,0,7,1125,1,,,,,,,,f,f,strict,0.03
524,96,f,1,t,-33.91076259,151.250183,Apartment,Entire home/apt,3,2,2,2,,80,0,5,8,6,84,10,9,9,10,9,10,f,f,flexible,0.15
525,390,f,1,t,-33.64802595,151.3135947,House,Entire home/apt,7,2.5,4,5,,80,0,7,1125,2,100,10,10,10,10,9,9,f,f,moderate,0.16
526,131,f,1,t,-33.89524898,151.2037877,House,Entire home/apt,4,2,2,2,,30,30,2,1125,2,100,10,8,8,8,6,10,t,f,strict,0.21
527,112,t,1,f,-33.87560096,151.2263126,Apartment,Entire home/apt,2,1,1,1,,40,20,1,1125,121,98,10,10,10,10,10,10,f,f,strict,4.97
528,444,f,1,f,-33.88293735,151.2099734,House,Entire home/apt,2,2,1,1,,,0,7,1125,0,,,,,,,,f,f,flexible,
529,280,f,1,f,-33.87082721,151.2266662,Apartment,Entire home/apt,2,1,1,1,,75,0,4,10,0,,,,,,,,f,f,strict,
530,235,f,3,t,-33.83051765,151.2195965,Apartment,Entire home/apt,4,2,2,3,1000,50,0,2,1125,12,96,10,9,10,10,10,10,f,f,strict,0.63
531,60,f,1,t,-33.8482437,151.2161374,Apartment,Private room,2,2,1,1,300,80,30,3,35,0,,,,,,,,t,f,strict,
532,44,f,1,t,-33.89944787,151.1649319,House,Private room,2,1,1,1,,,0,14,42,0,,,,,,,,t,f,flexible,
533,250,f,1,t,-33.87814136,151.2244298,Apartment,Entire home/apt,4,2,2,2,500,80,0,3,1125,8,93,10,9,10,10,10,9,f,f,moderate,0.37
534,172,f,1,t,-33.92668659,151.2553725,Apartment,Entire home/apt,4,1,1,2,0,65,0,3,1125,2,90,10,9,10,9,10,10,f,f,flexible,2
535,65,f,1,f,-33.96838026,151.1339948,Apartment,Private room,2,2,1,1,0,50,0,3,1125,1,100,10,10,10,10,10,10,f,f,strict,0.79
536,134,f,1,f,-33.80557798,151.2854389,Apartment,Entire home/apt,4,1,1,2,500,100,50,1,10,5,100,10,10,10,10,10,10,f,f,moderate,0.4
537,60,f,2,t,-33.95481964,151.139072,Apartment,Private room,2,1,1,1,,,0,3,1125,1,100,6,8,8,8,8,10,t,f,flexible,1
538,49,f,2,t,-33.97562745,151.1076246,Townhouse,Private room,1,2,1,1,0,10,0,1,1125,0,,,,,,,,f,f,moderate,
539,60,t,3,f,-33.74417975,151.2287963,Villa,Private room,2,1,1,1,,,0,1,1125,6,100,10,10,10,10,10,10,t,f,moderate,1.68
540,139,f,5,t,-33.90952508,151.2032403,House,Entire home/apt,3,1,1,1,150,0,15,1,1125,2,60,8,10,10,10,10,10,f,f,strict,0.43
541,250,f,205,t,-33.89146887,151.2665451,Apartment,Entire home/apt,3,1,2,2,500,300,0,4,1125,1,80,,,,,,,f,f,strict,0.03
542,250,f,1,f,-33.91839693,151.2593708,Apartment,Entire home/apt,4,1,2,2,,100,0,2,1125,10,98,10,10,10,10,10,10,f,t,strict,0.57
